S0     S1     E      O      M     CCS    YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT    LGCC                 GCC
     -      -   7.15 100.00  99.35  98.16     39     0.001     -         -   110     0.003     0.004 Proactive            No GC
     -      -   7.15 100.00  99.35  98.16     39     0.001     -         -   110     0.003     0.004 Proactive            No GC
     -      -   7.15 100.00  99.35  98.16     39     0.001     -         -   110     0.003     0.004 Proactive            No GC
     -      -   7.15 100.00  99.35  98.16     39     0.001     -         -   110     0.003     0.004 Proactive            No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
