  S0     S1     E      O      M     CCS    YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  11.35 100.00  99.32  98.13      9     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  92.20 100.00  99.32  98.13     12     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  83.40 100.00  99.32  98.13     15     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -  50.37 100.00  99.32  98.13     18     0.000     -         -    50     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
     -      -   5.30 100.00  99.28  98.06     18     0.000     -         -    55     0.002     0.002
