 S0     S1     E      O      M     CCS    YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT    LGCC                 GCC
     - 100.00   4.55  73.06  99.11  97.69    150     0.540     0     0.000    96     0.171     0.711 G1 Evacuation Pause  No GC
     - 100.00  69.05  73.10  99.11  97.69    151     0.543     0     0.000    96     0.171     0.714 G1 Evacuation Pause  No GC
     - 100.00  33.33  76.67  99.11  97.69    153     0.550     0     0.000    98     0.173     0.723 G1 Evacuation Pause  No GC
     -  97.62  89.58  73.75  99.11  97.69    154     0.554     0     0.000    98     0.173     0.726 G1 Evacuation Pause  No GC
     - 100.00  69.44  75.60  99.11  97.69    156     0.560     0     0.000   100     0.176     0.736 G1 Evacuation Pause  No GC
     -  79.62  53.33  75.05  99.11  97.69    158     0.568     0     0.000   102     0.179     0.747 G1 Evacuation Pause  No GC
     - 100.00  50.00  71.74  99.11  97.69    160     0.575     0     0.000   102     0.179     0.754 G1 Evacuation Pause  No GC
     -  94.09  27.27  75.50  99.11  97.69    162     0.582     0     0.000   104     0.182     0.763 G1 Evacuation Pause  No GC
     -  96.81  94.23  73.34  99.11  97.69    163     0.586     0     0.000   104     0.182     0.768 G1 Evacuation Pause  No GC
     - 100.00  36.00  75.76  99.11  97.69    165     0.592     0     0.000   106     0.184     0.776 G1 Evacuation Pause  No GC
     -  90.41  74.07  74.65  99.11  97.69    166     0.596     0     0.000   106     0.184     0.780 G1 Evacuation Pause  No GC
     -  86.48  38.78  75.93  99.11  97.69    168     0.603     0     0.000   108     0.187     0.790 G1 Evacuation Pause  No GC
     -  69.20  10.71  77.59  99.11  97.69    169     0.606     0     0.000   108     0.187     0.793 G1 Evacuation Pause  No GC
     -  69.20  67.86  77.59  99.11  97.69    169     0.606     0     0.000   108     0.187     0.793 G1 Evacuation Pause  No GC
     -  94.09  23.33  80.96  99.11  97.69    170     0.608     0     0.000   110     0.189     0.797 G1 Evacuation Pause  No GC
     -  94.09  86.67  80.96  99.11  97.69    170     0.608     0     0.000   110     0.189     0.797 G1 Evacuation Pause  No GC
     -  85.63  43.55  83.38  99.11  97.69    171     0.610     0     0.000   110     0.189     0.799 G1 Evacuation Pause  No GC
     -  85.63  91.94  83.38  99.11  97.69    171     0.610     0     0.000   110     0.189     0.799 G1 Evacuation Pause  No GC
     -  91.10  38.81  84.84  99.11  97.69    172     0.611     0     0.000   110     0.189     0.800 G1 Evacuation Pause  No GC
